,index,zn,black,rad,indus,ptratio,medv,lstat,nbgde,chas,ftyrgv,ID,crim,dis,tax,rm,age,nox
8707,403,0.0,240.52,24.0,18.1,20.2,10.8,23.79,23.79,0.0,34567,445,12.8023,1.8956,666.0,5854.0,96.6,0.74
8708,94,0.0,392.04,4.0,21.89,21.2,,21.32,21.32,0.0,34567,139,,1.6686,,5857.0,98.2,624.0
8709,312,0.0,396.21,24.0,18.1,20.2,16.7,18.68,18.68,0.0,34567,477,4.87141,2.3053,666.0,6484.0,93.6,614.0
8710,429,0.0,88876599956788.0,5.0,19.58,88876599956788.0,88876599956788.0,88876599956788.0,88876599956788.0,0.0,34567,166,2924.0,2.2834,403.0,6101.0,93.0,88876599956788.0
8711,54,25.0,396.9,4.0,4.86,19.0,28.0,5.29,5.29,0.0,34567,81,0.04113,5.4007,281.0,6727.0,33.5,426.0
8712,319,0.0,370.73,24.0,18.1,20.2,20.6,13.34,13.34,0.0,34567,485,2.37857,3724.0,666.0,5871.0,41.9,583.0
8713,192,80.0,341.6,1.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,20.1,12.93,12.93,gdhg7u8whui 784gryb,34567,287,0.01965,gdhg7u8whui 784gryb,241.0,6.23,31.5,gdhg7u8whui 784gryb
8714,196,0.0,396.9,,,16.0,23.9,8.58,8.58,0.0,34567,294.0,0.08265,5.5027,289.0,6127.0,18.4,437.0
8715,176,-26543765432345.0,386.86,-26543765432345.0,3.97,13.0,48.8,5.91,5.91,0.0,34567,263,0.52014,2.2885,-26543765432345.0,8398.0,91.5,647.0
8716,294,0.0,375.87,gdhg7u8whui 784gryb,18.1,20.2,17.8,16.74,16.74,0.0,34567,454,8.24809,2.4527,666.0,7393.0,99.3,713.0
8717,57,,396.9,3.0,4.49,18.5,,9.62,9.62,0.0,34567,85.0,0.05059,,247.0,6389.0,48.0,449.0
8718,75,0.0,395.59,6.0,10.01,17.8,22.8,10.16,10.16,0.0,34567,88876599956788,0.10084,88876599956788.0,432.0,6715.0,81.6,88876599956788.0
8719,21,0.0,393.43,5.0,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,0.0,34567,39,0.17505,3.8473,279.0,5966.0,30.2,499.0
8720,122,0.0,393.23,5.0,4.05,16.6,23.2,10.11,10.11,0.0,34567,177,0.07022,3.5549,296.0,6.02,47.2,0.51
8721,13,0.0,376.57,4.0,8.14,21.0,13.6,21.02,21.02,,34567,21.0,1.25179,3.7979,307.0,,98.1,538.0
8722,189,90.0,395.52,1.0,1.21,13.6,50.0,3.16,3.16,,34567,284.0,0.01501,5885.0,198.0,7923.0,24.8,401.0
8723,277,0.0,60.72,,18.1,20.2,9.5,24.08,24.08,0.0,34567,430.0,9.33889,1.9682,666.0,6.38,95.6,679.0
8724,250,gdhg7u8whui 784gryb,396.9,24.0,gdhg7u8whui 784gryb,20.2,13.3,21.24,21.24,0.0,34567,378,9.82349,1358.0,666.0,6794.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb
8725,31,21.0,395.56,4.0,5.64,16.8,19.7,13.45,13.45,0.0,34567,51,0.08873,6.8147,243.0,5963.0,45.7,439.0
8726,364,0.0,396.9,4.0,13.92,16.0,20.3,-26543765432345.0,-26543765432345.0,0.0,34567,298,0.14103,6.32,289.0,5.79,58.0,437.0
8727,126,0.0,395.56,3.0,2.46,17.8,39.8,7.56,7.56,0.0,34567,181,0.06588,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,7765.0,83.3,488.0
8728,429,0.0,240.16,-26543765432345.0,19.58,14.7,25.0,9.81,9.81,0.0,34567,166,2924.0,2.2834,403.0,6101.0,-26543765432345.0,605.0
8729,311,0.0,gdhg7u8whui 784gryb,24.0,18.1,20.2,13.8,18.14,18.14,gdhg7u8whui 784gryb,34567,475,8.05579,2.4298,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,95.4,584.0
8730,20,0.0,248.31,4.0,8.14,xxxxx,13.5,20.34,20.34,0.0,34567,35,1.61282,3.7598,307.0,6096.0,xxxxx,538.0
8731,323,0.0,318.43,4.0,27.74,20.1,8.1,29.68,29.68,0.0,34567,491,0.20746,1.8226,gdhg7u8whui 784gryb,5093.0,gdhg7u8whui 784gryb,609.0
8732,333,0.0,306.38,4.0,8.14,21.0,14.8,88876599956788.0,88876599956788.0,0.0,34567,507,88876599956788.0,4.4534,307.0,6047.0,88.8,88876599956788.0
8733,113,gdhg7u8whui 784gryb,369.3,5.0,19.58,14.7,50.0,3.7,3.7,0.0,34567,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,2.0459,403.0,7929.0,96.2,605.0
8734,245,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,24.0,18.1,20.2,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,372,9.2323,1.1691,gdhg7u8whui 784gryb,6216.0,100.0,gdhg7u8whui 784gryb
8735,345,0.0,396.9,5.0,4.05,16.6,23.1,xxxxx,xxxxx,0.0,34567,173,0.13914,2.5961,xxxxx,5572.0,88.5,0.51
8736,208,0.0,396.9,xxxxx,9.9,18.4,22.1,5.98,5.98,xxxxx,34567,312,0.79041,2.6403,304.0,6122.0,xxxxx,544.0
8737,141,95.0,392.78,4.0,2.68,14.7,48.5,3.81,3.81,-26543765432345.0,34567,204,0.0351,5118.0,-26543765432345.0,7853.0,33.2,0.4161
8738,11,0.0,386.85,4.0,-26543765432345.0,21.0,23.1,-26543765432345.0,-26543765432345.0,0.0,34567,17,1.05393,4.4986,307.0,5935.0,29.3,-26543765432345.0
8739,328,0.0,395.77,6.0,9.69,19.2,17.5,15.1,15.1,0.0,34567,500,0.17783,2.3999,391.0,5569.0,73.5,585.0
8740,266,0.0,314.64,24.0,18.1,20.2,17.2,26.4,26.4,0.0,34567,409,7.40389,1.4547,666.0,5617.0,97.9,597.0
8741,358,20.0,392.4,5.0,3.97,13.0,22.8,10.45,10.45,0.0,34567,266.0,0.76162,,,,62.8,
8742,9,0.0,xxxxx,4.0,xxxxx,21.0,18.2,10.26,10.26,xxxxx,34567,15,xxxxx,4.4619,307.0,6096.0,84.5,xxxxx
8743,110,0.0,388.45,5.0,19.58,-26543765432345.0,50.0,3.32,3.32,1.0,34567,-26543765432345,1.51902,-26543765432345.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,605.0
8744,260,88876599956788.0,88876599956788.0,88876599956788.0,18.1,88876599956788.0,12.5,19.37,19.37,0.0,34567,88876599956788,88876599956788.0,88876599956788.0,666.0,6405.0,88876599956788.0,88876599956788.0
8745,117,xxxxx,348.13,5.0,xxxxx,14.7,19.1,12.03,12.03,0.0,34567,172,2.3139,2.3887,403.0,5.88,xxxxx,605.0
8746,324,0.0,390.11,4.0,27.74,20.1,13.6,18.07,18.07,0.0,34567,492,0.10574,1.8681,711.0,5983.0,98.8,609.0
8747,18,0.0,88876599956788.0,88876599956788.0,88876599956788.0,21.0,12.7,88876599956788.0,88876599956788.0,88876599956788.0,34567,88876599956788,88876599956788.0,88876599956788.0,88876599956788.0,5713.0,88876599956788.0,538.0
8748,41,,395.58,,,19.7,25.0,9.5,9.5,0.0,34567,64.0,0.1265,7.9809,,6762.0,43.4,453.0
8749,413,0.0,396.9,-26543765432345.0,21.89,21.2,17.8,18.46,18.46,-26543765432345.0,34567,140,0.54452,-26543765432345.0,-26543765432345.0,6151.0,97.9,624.0
8750,94,gdhg7u8whui 784gryb,392.04,4.0,21.89,21.2,,21.32,21.32,0.0,34567,139,,1.6686,gdhg7u8whui 784gryb,5857.0,gdhg7u8whui 784gryb,624.0
8751,175,20.0,388.37,5.0,3.97,13.0,43.1,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,34567,262,0.53412,2.1398,264.0,7.52,89.4,647.0
8752,5,,392.52,,7.87,,15.0,,,0.0,34567,11.0,0.22489,6.3467,311.0,6377.0,94.3,524.0
8753,370,33.0,,7.0,2.18,18.4,33.4,6.47,6.47,0.0,34567,307.0,0.07503,3.0992,222.0,7.42,71.9,
8754,374,0.0,396.9,4.0,9.9,18.4,22.1,5.98,5.98,gdhg7u8whui 784gryb,34567,312,0.79041,gdhg7u8whui 784gryb,304.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,544.0
8755,303,0.0,396.9,24.0,18.1,20.2,21.4,13.22,13.22,0.0,34567,465,7.83932,2.9634,666.0,6209.0,65.4,655.0
8756,143,-26543765432345.0,-26543765432345.0,4.0,10.59,18.6,22.6,-26543765432345.0,-26543765432345.0,0.0,34567,-26543765432345,0.13642,3.9454,-26543765432345.0,5891.0,22.3,489.0
8757,367,34.0,390.43,7.0,6.09,16.1,33.1,4.86,4.86,0.0,34567,304,0.1,5.4917,329.0,6982.0,17.7,433.0
8758,53,xxxxx,386.96,5.0,12.83,18.7,xxxxx,10.27,10.27,0.0,34567,xxxxx,0.08707,4.0905,xxxxx,6.14,45.8,437.0
8759,111,0.0,xxxxx,xxxxx,19.58,14.7,22.7,11.64,11.64,xxxxx,34567,165,2.24236,2422.0,403.0,5854.0,91.8,xxxxx
8760,13,0.0,376.57,gdhg7u8whui 784gryb,8.14,21.0,gdhg7u8whui 784gryb,21.02,21.02,gdhg7u8whui 784gryb,34567,gdhg7u8whui 784gryb,1.25179,3.7979,307.0,5.57,98.1,538.0
8761,286,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,24.0,18.1,20.2,18.4,16.59,16.59,0.0,34567,gdhg7u8whui 784gryb,5.66637,2.0048,666.0,gdhg7u8whui 784gryb,100.0,0.74
8762,182,20.0,396.9,3.0,88876599956788.0,18.6,88876599956788.0,6.59,6.59,0.0,34567,272,88876599956788.0,4429.0,223.0,6.24,88876599956788.0,464.0
8763,364,0.0,396.9,4.0,13.92,16.0,gdhg7u8whui 784gryb,15.84,15.84,0.0,34567,298,0.14103,6.32,289.0,5.79,58.0,437.0
8764,408,88876599956788.0,388.69,4.0,21.89,21.2,88876599956788.0,15.03,15.03,0.0,34567,134,0.32982,88876599956788.0,437.0,5822.0,95.4,88876599956788.0
8765,142,95.0,390.55,4.0,2.68,xxxxx,50.0,2.88,2.88,0.0,34567,xxxxx,0.02009,5118.0,224.0,8034.0,xxxxx,xxxxx
8766,184,20.0,390.77,3.0,6.96,18.6,,6.58,6.58,xxxxx,34567,274,0.22188,4.3665,223.0,7691.0,51.8,464.0
8767,186,20.0,396.9,5.0,3.33,14.9,35.1,4.85,4.85,0.0,34567,280,0.21038,4.1007,216.0,6812.0,32.2,0.4429
8768,5,12.5,392.52,xxxxx,xxxxx,15.2,15.0,20.45,20.45,xxxxx,34567,xxxxx,xxxxx,6.3467,311.0,6377.0,94.3,524.0
8769,200,34.0,383.61,,6.09,,-26543765432345.0,8.67,8.67,0.0,34567,303,-26543765432345.0,-26543765432345.0,329.0,6495.0,,
8770,371,0.0,,4.0,9.9,18.4,22.8,,,,34567,309.0,0.49298,3.3175,304.0,6635.0,82.5,544.0
8771,326,0.0,396.9,6.0,9.69,gdhg7u8whui 784gryb,21.8,12.01,12.01,gdhg7u8whui 784gryb,34567,494,0.17331,2.3817,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,54.0,gdhg7u8whui 784gryb
8772,207,88876599956788.0,88876599956788.0,88876599956788.0,88876599956788.0,18.4,16.1,12.64,12.64,88876599956788.0,34567,311,2.63548,2.5194,88876599956788.0,,37.8,544.0
8773,220,0.0,88876599956788.0,5.0,5.19,20.2,22.2,5.68,5.68,0.0,34567,334,0.05083,6.4584,224.0,88876599956788.0,38.1,515.0
8774,86,0.0,359.29,2.0,25.65,19.1,15.7,27.26,27.26,0.0,34567,,0.38735,1.7572,,,95.6,581.0
8775,157,0.0,380.34,8.0,6.2,17.4,31.5,xxxxx,xxxxx,0.0,34567,230,0.44178,xxxxx,307.0,6552.0,21.4,xxxxx
8776,237,,390.74,24.0,18.1,,,12.67,12.67,,34567,360.0,4.26131,2.5091,666.0,6112.0,81.3,0.77
8777,188,20.0,377.07,5.0,3.33,-26543765432345.0,-26543765432345.0,3.01,3.01,-26543765432345.0,34567,283,0.06129,5.2119,216.0,7645.0,49.7,0.4429
8778,269,0.0,27.25,24.0,18.1,20.2,7.2,29.05,29.05,0.0,34567,416,18.0846,1.8347,666.0,6434.0,100.0,679.0
8779,414,0.0,396.9,4.0,21.89,21.2,14.4,34.41,34.41,-26543765432345.0,34567,142,1.62864,1.4394,437.0,-26543765432345.0,100.0,624.0
8780,63,0.0,392.18,2.0,3.41,17.8,22.6,8.81,8.81,0.0,34567,91,0.04684,3.0923,270.0,6417.0,66.1,xxxxx
8781,149,0.0,392.8,5.0,13.89,16.4,23.3,13.51,13.51,1.0,34567,217,0.0456,3.1121,276.0,5888.0,56.0,0.55
8782,208,0.0,396.9,4.0,9.9,18.4,22.1,,,0.0,34567,312.0,,2.6403,304.0,6122.0,52.8,544.0
8783,245,0.0,366.15,24.0,18.1,20.2,50.0,9.53,9.53,0.0,34567,372,9.2323,1.1691,666.0,6216.0,100.0,631.0
8784,327,0.0,396.9,6.0,9.69,19.2,18.3,14.1,14.1,0.0,34567,498,0.26838,2.8927,391.0,5794.0,70.6,585.0
8785,381,0.0,314.64,24.0,18.1,20.2,17.2,26.4,26.4,0.0,34567,409,7.40389,1.4547,xxxxx,5617.0,97.9,597.0
8786,204,33.0,,7.0,-26543765432345.0,18.4,33.4,6.47,6.47,-26543765432345.0,34567,-26543765432345,,,-26543765432345.0,7.42,71.9,472.0
8787,53,,386.96,5.0,12.83,18.7,20.8,10.27,10.27,0.0,34567,,0.08707,4.0905,398.0,6.14,,
8788,57,0.0,396.9,3.0,4.49,18.5,23.9,9.62,9.62,0.0,34567,85,0.05059,4.7794,247.0,6389.0,48.0,449.0
8789,2,0.0,394.63,3.0,2.18,18.7,33.4,2.94,2.94,0.0,34567,4,0.03237,6.0622,222.0,6998.0,45.8,458.0
8790,56,25.0,390.64,4.0,-26543765432345.0,19.0,22.9,7.51,7.51,0.0,34567,-26543765432345,0.03551,5.4007,281.0,6167.0,46.7,-26543765432345.0
8791,395,0.0,100.19,24.0,18.1,20.2,,16.22,16.22,0.0,34567,434,5.58107,2.3158,666.0,6436.0,87.9,713.0
8792,132,45.0,gdhg7u8whui 784gryb,5.0,3.44,15.2,34.9,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,gdhg7u8whui 784gryb,0.0837,4.5667,398.0,7185.0,38.9,437.0
8793,406,,396.9,4.0,,,,15.39,15.39,0.0,34567,,0.32543,1.8125,437.0,6431.0,98.8,
8794,199,34.0,395.75,7.0,6.09,16.1,22.0,9.5,9.5,0.0,34567,302,0.03537,5.4917,329.0,6.59,40.4,433.0
8795,156,0.0,88876599956788.0,8.0,88876599956788.0,17.4,31.6,6.36,6.36,88876599956788.0,34567,228,0.41238,88876599956788.0,307.0,88876599956788.0,79.9,504.0
8796,231,80.0,390.94,4.0,2.01,17.0,xxxxx,5.99,5.99,0.0,34567,349,xxxxx,8344.0,280.0,6635.0,29.7,435.0
8797,184,20.0,-26543765432345.0,3.0,6.96,18.6,,6.58,6.58,1.0,34567,274,0.22188,4.3665,-26543765432345.0,7691.0,-26543765432345.0,-26543765432345.0
8798,45,12.5,88876599956788.0,4.0,88876599956788.0,88876599956788.0,22.0,8.1,8.1,0.0,34567,68,0.05789,6498.0,88876599956788.0,5878.0,21.4,88876599956788.0
8799,108,0.0,338.92,5.0,19.58,14.7,27.0,5.5,5.5,1.0,34567,161.0,1.27346,1.7984,403.0,6.25,92.6,605.0
8800,269,,27.25,24.0,18.1,20.2,,29.05,29.05,0.0,34567,416.0,18.0846,1.8347,666.0,6434.0,100.0,679.0
8801,23,75.0,395.62,3.0,2.95,18.3,34.9,1.98,1.98,0.0,34567,41,0.03359,5.4011,252.0,7024.0,15.8,428.0
8802,104,0.0,321.02,5.0,19.58,14.7,17.0,15.12,15.12,1.0,34567,155,1.41385,1.7494,403.0,6129.0,96.0,871.0
8803,269,0.0,27.25,24.0,18.1,20.2,7.2,29.05,29.05,0.0,34567,416,18.0846,1.8347,666.0,6434.0,100.0,679.0
8804,301,0.0,396.9,24.0,,,19.5,,,0.0,34567,463.0,6.65492,2.7344,666.0,6317.0,,713.0
8805,305,0.0,22.01,24.0,18.1,20.2,19.0,xxxxx,xxxxx,0.0,34567,xxxxx,3.77498,xxxxx,666.0,5952.0,84.7,xxxxx
8806,355,,396.9,5.0,7.87,15.2,18.9,13.27,13.27,0.0,34567,,0.11747,6.2267,311.0,6009.0,82.9,524.0
8807,285,0.0,385.96,24.0,18.1,20.2,17.1,19.52,19.52,0.0,34567,442.0,9.72418,,666.0,6406.0,97.2,
8808,1,0.0,396.9,2.0,7.07,17.8,21.6,9.14,9.14,0.0,34567,2,0.02731,4.9671,242.0,-26543765432345.0,78.9,469.0
8809,90,0.0,388.69,,,21.2,,15.03,15.03,0.0,34567,134.0,,2.4699,437.0,5822.0,95.4,
8810,168,22.0,390.18,7.0,5.86,19.1,-26543765432345.0,-26543765432345.0,-26543765432345.0,0.0,34567,-26543765432345,0.33983,8.0555,330.0,6108.0,34.9,431.0
8811,4,12.5,-26543765432345.0,5.0,7.87,15.2,-26543765432345.0,12.43,12.43,0.0,34567,7,0.08829,5.5605,311.0,-26543765432345.0,66.6,524.0
8812,311,0.0,,24.0,18.1,,13.8,18.14,18.14,0.0,34567,475.0,8.05579,,,5427.0,,584.0
8813,37,100.0,392.9,88876599956788.0,1.32,15.1,31.6,88876599956788.0,88876599956788.0,0.0,34567,88876599956788,0.01432,8.3248,256.0,6816.0,88876599956788.0,411.0
8814,46,12.5,396.9,,,18.9,17.4,13.09,13.09,0.0,34567,69.0,,6498.0,345.0,5594.0,36.8,409.0
8815,431,0.0,88876599956788.0,5.0,19.58,88876599956788.0,23.8,88876599956788.0,88876599956788.0,0.0,34567,168,88876599956788.0,2.4259,403.0,88876599956788.0,79.2,605.0
8816,62,xxxxx,396.06,xxxxx,3.41,17.8,28.7,xxxxx,xxxxx,0.0,34567,90,xxxxx,3.4145,270.0,7079.0,63.1,489.0
8817,395,0.0,100.19,24.0,18.1,20.2,,16.22,16.22,0.0,34567,434,5.58107,88876599956788.0,666.0,6436.0,87.9,88876599956788.0
8818,258,0.0,396.9,24.0,18.1,20.2,9.7,25.68,25.68,0.0,34567,393.0,11.5779,1.77,,5036.0,,0.7
8819,49,0.0,377.17,4.0,10.81,19.2,xxxxx,7.54,7.54,0.0,34567,74,0.19539,5.2873,305.0,6245.0,6.2,xxxxx
8820,216,,,5.0,7.38,19.6,24.6,5.08,5.08,,34567,326.0,0.19186,5.4159,,6431.0,14.7,493.0
8821,179,20.0,392.4,5.0,3.97,13.0,22.8,10.45,10.45,0.0,34567,266,0.76162,1.9865,264.0,5.56,62.8,647.0
8822,164,-26543765432345.0,391.25,-26543765432345.0,4.93,16.6,22.0,11.38,11.38,0.0,34567,241,0.11329,6.3361,300.0,6897.0,-26543765432345.0,-26543765432345.0
8823,92,0.0,378.25,4.0,21.89,21.2,gdhg7u8whui 784gryb,16.9,16.9,0.0,34567,137,0.32264,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,5942.0,93.5,gdhg7u8whui 784gryb
8824,415,gdhg7u8whui 784gryb,396.9,5.0,19.58,gdhg7u8whui 784gryb,13.4,26.82,26.82,gdhg7u8whui 784gryb,34567,143,3.32105,gdhg7u8whui 784gryb,403.0,5403.0,100.0,871.0
8825,189,90.0,395.52,1.0,1.21,13.6,50.0,3.16,3.16,1.0,34567,284,0.01501,5885.0,198.0,xxxxx,24.8,401.0
8826,361,20.0,396.9,3.0,6.96,18.6,25.2,,,0.0,34567,272.0,0.16211,4429.0,223.0,6.24,16.3,464.0
8827,242,0.0,131.42,24.0,18.1,20.2,23.1,13.33,13.33,0.0,34567,368,13.5222,1.5106,666.0,3863.0,100.0,631.0
8828,180,20.0,384.07,88876599956788.0,3.97,13.0,,14.79,14.79,0.0,34567,267,0.7857,88876599956788.0,264.0,7014.0,84.6,647.0
8829,330,0.0,396.9,1.0,11.93,21.0,20.6,9.08,9.08,0.0,34567,503,0.04527,2.2875,88876599956788.0,6.12,76.7,573.0
8830,28,0.0,396.9,3.0,6.91,17.9,20.0,14.15,14.15,0.0,34567,47.0,0.18836,5.1004,,5786.0,,448.0
8831,386,0.0,16.45,24.0,18.1,20.2,8.8,20.62,20.62,0.0,34567,419,xxxxx,1.8026,666.0,5957.0,100.0,xxxxx
8832,375,0.0,396.3,88876599956788.0,9.9,18.4,19.4,11.72,11.72,0.0,34567,313,0.26169,2834.0,304.0,6023.0,90.4,88876599956788.0
8833,155,,387.38,8.0,6.2,,37.6,3.13,3.13,0.0,34567,227.0,0.38214,3.2157,307.0,8.04,86.5,504.0
8834,91,0.0,262.76,gdhg7u8whui 784gryb,,21.2,15.6,17.31,17.31,0.0,34567,135,,gdhg7u8whui 784gryb,,5757.0,98.4,624.0
8835,363,20.0,390.77,3.0,6.96,18.6,35.2,6.58,6.58,1.0,34567,274,0.22188,4.3665,223.0,7691.0,51.8,464.0
8836,168,22.0,390.18,,5.86,19.1,24.3,9.16,9.16,0.0,34567,247.0,,8.0555,330.0,6108.0,34.9,431.0
8837,179,20.0,392.4,5.0,3.97,13.0,22.8,10.45,10.45,0.0,34567,266,0.76162,1.9865,264.0,5.56,62.8,647.0
8838,289,-26543765432345.0,43.06,-26543765432345.0,-26543765432345.0,20.2,11.8,23.98,23.98,-26543765432345.0,34567,446,10.6718,1.9879,666.0,-26543765432345.0,94.8,0.74
8839,371,0.0,396.9,4.0,9.9,18.4,22.8,4.54,4.54,0.0,34567,309,0.49298,3.3175,304.0,6635.0,82.5,544.0
8840,428,0.0,395.11,5.0,88876599956788.0,14.7,22.7,88876599956788.0,88876599956788.0,0.0,34567,165,2.24236,88876599956788.0,403.0,5854.0,91.8,88876599956788.0
8841,230,xxxxx,392.43,4.0,xxxxx,17.9,23.1,xxxxx,xxxxx,0.0,34567,348,0.0187,xxxxx,351.0,6516.0,xxxxx,xxxxx
8842,124,-26543765432345.0,391.27,5.0,4.05,-26543765432345.0,29.9,6.92,6.92,0.0,34567,179,-26543765432345.0,2.9153,296.0,6.86,74.4,0.51
8843,300,0.0,391.43,24.0,18.1,20.2,17.7,14.65,14.65,0.0,34567,462,3.69311,2.5671,666.0,6376.0,88.4,713.0
8844,380,0.0,332.09,24.0,18.1,20.2,27.9,12.13,12.13,0.0,34567,408,11.9511,1.2852,666.0,5608.0,100.0,659.0
8845,347,88876599956788.0,88876599956788.0,24.0,18.1,20.2,14.3,16.22,16.22,0.0,34567,434,88876599956788.0,2.3158,666.0,6436.0,87.9,713.0
8846,40,25.0,378.08,8.0,5.13,19.7,,14.44,14.44,0.0,34567,,0.17171,6.8185,284.0,5966.0,93.4,453.0
8847,325,0.0,396.9,-26543765432345.0,27.74,20.1,20.1,-26543765432345.0,-26543765432345.0,0.0,34567,493,-26543765432345.0,-26543765432345.0,711.0,-26543765432345.0,-26543765432345.0,609.0
8848,248,0.0,396.9,24.0,18.1,20.2,13.8,37.97,37.97,0.0,34567,375,18.4982,1137.0,666.0,4138.0,gdhg7u8whui 784gryb,668.0
8849,191,55.0,394.72,1.0,2.25,15.3,22.0,8.23,8.23,0.0,34567,286,0.01096,7.3073,300.0,xxxxx,xxxxx,389.0
8850,181,gdhg7u8whui 784gryb,390.3,5.0,gdhg7u8whui 784gryb,13.0,43.5,3.16,3.16,gdhg7u8whui 784gryb,34567,269,0.5405,2872.0,264.0,7.47,52.6,575.0
8851,206,0.0,gdhg7u8whui 784gryb,4.0,9.9,18.4,20.3,9.97,9.97,0.0,34567,310,0.3494,3.1025,304.0,gdhg7u8whui 784gryb,76.7,
8852,150,0.0,xxxxx,8.0,6.2,17.4,21.7,21.46,21.46,1.0,34567,222,0.40771,xxxxx,307.0,6164.0,91.3,507.0
8853,380,0.0,-26543765432345.0,24.0,18.1,20.2,-26543765432345.0,12.13,12.13,0.0,34567,408,11.9511,1.2852,666.0,-26543765432345.0,100.0,659.0
8854,374,0.0,396.9,4.0,9.9,18.4,22.1,5.98,5.98,0.0,34567,312,0.79041,2.6403,304.0,6122.0,52.8,544.0
8855,15,0.0,,4.0,,21.0,15.2,18.72,18.72,0.0,34567,23.0,1.23247,3.9769,307.0,6142.0,,538.0
8856,291,0.0,396.9,24.0,18.1,20.2,14.1,18.13,18.13,0.0,34567,449,9.32909,2.2616,666.0,6185.0,98.7,713.0
8857,109,0.0,374.43,5.0,19.58,14.7,50.0,1.73,1.73,0.0,34567,162,-26543765432345.0,1.9709,403.0,7489.0,90.8,605.0
8858,370,88876599956788.0,396.9,7.0,2.18,88876599956788.0,33.4,88876599956788.0,88876599956788.0,0.0,34567,307,0.07503,88876599956788.0,222.0,7.42,71.9,472.0
8859,379,0.0,396.9,24.0,18.1,20.2,8.3,19.77,19.77,0.0,34567,404,24.8017,1.7028,gdhg7u8whui 784gryb,5349.0,96.0,gdhg7u8whui 784gryb
8860,115,0.0,330.04,5.0,19.58,14.7,-26543765432345.0,11.32,11.32,0.0,34567,-26543765432345,2.44953,2.2625,403.0,6402.0,95.2,605.0
8861,110,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,5.0,19.58,14.7,50.0,3.32,3.32,1.0,34567,gdhg7u8whui 784gryb,1.51902,2162.0,403.0,8375.0,93.9,605.0
8862,262,0.0,396.9,24.0,18.1,20.2,5.6,26.77,26.77,0.0,34567,401,25.0461,1.5888,88876599956788.0,5987.0,100.0,693.0
8863,354,gdhg7u8whui 784gryb,392.52,5.0,gdhg7u8whui 784gryb,15.2,15.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,11,0.22489,6.3467,311.0,6377.0,94.3,524.0
8864,310,0.0,xxxxx,xxxxx,xxxxx,20.2,23.2,14.36,14.36,0.0,34567,473,3.56868,2.8965,666.0,6437.0,xxxxx,0.58
8865,319,0.0,88876599956788.0,24.0,18.1,20.2,20.6,13.34,13.34,0.0,34567,485,88876599956788.0,3724.0,666.0,5871.0,41.9,583.0
8866,103,0.0,261.95,88876599956788.0,19.58,88876599956788.0,88876599956788.0,15.79,15.79,0.0,34567,154,2.14918,1.6232,403.0,5709.0,98.5,871.0
8867,319,0.0,370.73,24.0,18.1,20.2,20.6,13.34,13.34,,34567,485.0,2.37857,3724.0,666.0,5871.0,41.9,583.0
8868,79,0.0,338.63,6.0,10.01,xxxxx,20.4,15.37,15.37,xxxxx,34567,xxxxx,0.13058,2.4775,xxxxx,5872.0,xxxxx,xxxxx
8869,32,21.0,393.97,4.0,5.64,16.8,20.5,9.43,9.43,0.0,34567,52,0.04337,6.8147,243.0,6115.0,63.0,439.0
8870,261,0.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,18.1,20.2,5.0,30.59,30.59,0.0,34567,399,38.3518,1.4896,666.0,5453.0,100.0,693.0
8871,432,0.0,330.04,5.0,19.58,14.7,22.3,,,0.0,34567,170.0,2.44953,,403.0,,95.2,
8872,236,0.0,xxxxx,24.0,18.1,20.2,22.7,11.48,11.48,1.0,34567,xxxxx,5.20177,2.7227,666.0,6127.0,83.4,0.77
8873,389,0.0,7.68,,,20.2,8.3,24.39,24.39,0.0,34567,426.0,,1.9096,666.0,5896.0,95.4,679.0
8874,446,0.0,,,9.69,xxxxx,xxxxx,,,0.0,34567,xxxxx,0.17331,,,,,585.0
8875,372,0.0,396.24,4.0,9.9,18.4,20.3,9.97,9.97,0.0,34567,310,0.3494,3.1025,304.0,5972.0,76.7,544.0
8876,280,0.0,100.19,24.0,18.1,20.2,,16.22,16.22,0.0,34567,434,5.58107,2.3158,666.0,6436.0,87.9,713.0
